ps_CourseCode,course_Name,grade_Level,department,course_Id
53635X0801,Musical Theatre (Proficient),High School,Arts Ed,
53635X0808,Playwriting (Proficient),High School,Arts Ed,
53645X0800,Technical Theatre (Advanced),High School,Arts Ed,
53645X0801,Musical Theatre (Advanced),High School,Arts Ed,
53645X0802,Technical Theatre Lab (Advanced),High School,Arts Ed,
53645X0805,Period Acting Styles (Advanced),High School,Arts Ed,
53645X0806,Directing for the Stage (Advanced),High School,Arts Ed,
53645X0807,Play Production (Advanced),High School,Arts Ed,
53762Y0602,Exploring Arts: Drama 6th,Middle School,Arts Ed,
53762Y0800,Musical Theatre 6th,Middle School,Arts Ed,
53762Y0801,Drama Majors 6th,Middle School,Arts Ed,
53772Y0800,Musical Theatre 7th,Middle School,Arts Ed,
53772Y0801,Drama Majors 7th,Middle School,Arts Ed,
53782Y0800,Musical Theatre 8th,Middle School,Arts Ed,
53782Y0801,Drama Majors 8th,Middle School,Arts Ed,
53792Y0801,Performance Company,Middle School,Arts Ed,
53792Y0802,Production Techniques,Middle School,Arts Ed,
54002Z0800,Visual Arts Kindergarten,Elementary School,Arts Ed,590544
54012Z0800,Visual Arts Grade 1,Elementary School,Arts Ed,590544
54022Z0800,Visual Arts Grade 2,Elementary School,Arts Ed,590544
54032Z0800,Visual Arts Grade 3,Elementary School,Arts Ed,590544
54042Z0800,Visual Arts Grade 4,Elementary School,Arts Ed,590544
54052Z0800,Visual Arts Grade 5,Elementary School,Arts Ed,590544
54062Y0000,Art 6th,Middle School,Arts Ed,590546
54062Y0400,Art 6th,Middle School,Arts Ed,590546
54062Y0700,Art 6th,Middle School,Arts Ed,590546
54062Y0800,Art 6th,Middle School,Arts Ed,590546
54072Y0000,Art 7th,Middle School,Arts Ed,590546
54072Y0400,Art 7th,Middle School,Arts Ed,590546
54072Y0700,Art 7th,,Arts Ed,590546
54072Y0800,Art 7th,Middle School,Arts Ed,590546
54082Y0000,Art 8th,Middle School,Arts Ed,590546
54082Y0400,Art 8th,Middle School,Arts Ed,590546
54082Y0700,Art 8th,,,
54082Y0800,Art 8th,Middle School,Arts Ed,590546
54082Y0900,Art 8th,Middle School,Arts Ed,590546
54092Y0003,Media Arts: Visual Arts,Middle School,Arts Ed,590546
54092Y0401,Photography,Middle School,Arts Ed,590546
54092Y0402,Digital Photography,Middle School,Arts Ed,590546
54092Y0403,Media Arts: Visual Arts,Middle School,Arts Ed,590546
54092Y0801,Photography,Middle School,Arts Ed,590546
54092Y0802,Digital Photography,Middle School,Arts Ed,590546
54092Y0803,Media Arts: Visual Arts,Middle School,Arts Ed,590546
54152X0000,Visual Arts (Beginning),High School,Arts Ed,590546
54152X000V,Visual Arts (Beginning) VPS,,Arts Ed,590546
54152X002V,Non Western Art (Beginning) VPS,,Arts Ed,590546
54152X00XR,XR Visual Arts (Beginning),,Arts Ed,590546
54152X0800,Visual Arts (Beginning),High School,Arts Ed,590546
54152X080V,Visual Arts (Beginning) VPS,,Arts Ed,590546
54152X090V,Visual Arts (Beginning) VPS,,Arts Ed,590546
54162X0000,Visual Arts (Intermediate),High School,Arts Ed,590546
54162X000V,Visual Arts (Intermediate) VPS,,Arts Ed,590546
54162X0800,Visual Arts (Intermediate),High School,Arts Ed,590546
54175X0000,Visual Arts (Proficient) Honors,High School,Arts Ed,590546
54175X0010,Designing for Careers (Proficient),High School,Arts Ed,590546
54175X0800,Visual Arts (Proficient) Honors,High School,Arts Ed,590546
54185X0000,Visual Arts (Advanced) Honors,,Arts Ed,590546
54185X0800,Visual Arts (Advanced) Honors,High School,Arts Ed,590546
54202X000E,Artistic Techniques and the Lang of Art,,Arts Ed,590546
54202X00CV,Art in World Cultures VPS,,Arts Ed,590546
54612X0004,Contemporary Craft & Design (Beginning),High School,Arts Ed,590546
54612X0008,Ceramics (Beginning),High School,Arts Ed,590546
54612X0009,Photography (Beginning),High School,Arts Ed,590546
54612X0011,Digital Photography (Beginning),,Arts Ed,590546
54612X0012,Digital Art (Beginning),,Arts Ed,590546
54612X0019,Media Arts: Visual Arts (Beginning),High School,Arts Ed,590546
54612X0040,IB MYP Visual Arts (Beginning),High School,Arts Ed,590546
54612X0803,Printmaking (Beginning),High School,Arts Ed,590546
54612X0804,Contemporary Craft & Design (Beginning),High School,Arts Ed,590546
54612X0807,Sculpture (Beginning),High School,Arts Ed,590546
54612X0808,Ceramics (Beginning),High School,Arts Ed,590546
54612X0809,Photography (Beginning),High School,Arts Ed,590546
54612X0810,Intro to Studio Art (Beginning),High School,Arts Ed,590546
54612X0811,Digital Photography (Beginning),,Arts Ed,590546
54612X0812,Digital Art (Beginning),,Arts Ed,590546
54612X0819,Media Arts: Visual Arts (Beginning),High School,Arts Ed,590546
54612X0840,IB MYP Visual Arts (Beginning),High School,Arts Ed,590546
54612X0841,IB MYP Visual Arts Photo (Beginning),High School,Arts Ed,590546
54612X0BXR,XR Visual Arts (Beginning),,Arts Ed,590546
54622X0004,Contemporary Craft & Design (Intermediat,High School,Arts Ed,590546
54622X0008,Ceramics (Intermediate),High School,Arts Ed,590546
54622X0009,Photography (Intermediate),High School,Arts Ed,590546
54622X0011,Digital Photography (Intermediate),,Arts Ed,590546
54622X0012,Digital Art (Intermediate),,Arts Ed,590546
54622X0019,Media Arts: Visual Arts (Intermediate),High School,Arts Ed,590546
54622X001V,Art of Digital Photography I VPS,,Arts Ed,590546
54622X003V,Art of Videography VPS,,Arts Ed,590546
54622X0040,IB MYP Visual Arts (Intermediate),,Arts Ed,590546
54622X020V,Visual Journaling VPS,,Arts Ed,590546
54622X021V,Art of Game Design VPS,,Arts Ed,590546
54622X022V,Art of Advertising VPS,,Arts Ed,590546
54622X023V,Art of Fashion Design VPS,,Arts Ed,590546
54622X024V,Art of Photography VPS,,Arts Ed,590546
54622X0803,Printmaking (Intermediate),High School,Arts Ed,590546
54622X0804,Contemporary Craft & Design (Intermediat,High School,Arts Ed,590546
54622X0807,Sculpture (Intermediate),High School,Arts Ed,590546
54622X0808,Ceramics (Intermediate),High School,Arts Ed,590546
54622X0809,Photography (Intermediate),High School,Arts Ed,590546
54622X0811,Digital Photography (Intermediate),,Arts Ed,590546
54622X0812,Digital Art (Intermediate),,Arts Ed,590546
54622X0815,"2D Media, Methods & App (Intermediate)",High School,Arts Ed,590546
54622X0816,Metal and Fiber Design (Intermediate),High School,Arts Ed,590546
54622X0819,Media Arts: Visual Arts (Intermediate),High School,Arts Ed,590546
54622X0840,IB MYP Visual Arts (Intermediate),High School,Arts Ed,590546
54622X0841,IB MYP Visual Arts Photo (Intermediate),High School,Arts Ed,590546
54635X000V,Digital Photography (Proficient) VPS,,Arts Ed,590546
54635X002V,Digital Photography II (Proficient) VPS,,Arts Ed,590546
54635X0803,Printmaking (Proficient),High School,Arts Ed,590546
54635X0804,Contemporary Craft & Design (Proficient),High School,Arts Ed,590546
54635X0807,Sculpture (Proficient),High School,Arts Ed,590546
54635X0808,Ceramics (Proficient),High School,Arts Ed,590546
54635X0809,Photography (Proficient),High School,Arts Ed,590546
54635X0810,Studio Art Portfolio Dev (Proficient),High School,Arts Ed,590546
54635X0811,Digital Photography (Proficient),,Arts Ed,590546
54635X0812,Digital Art (Proficient),,Arts Ed,590546
54635X0814,Art History (Proficient),High School,Arts Ed,590546
54635X0815,"2D Media, Methods & App (Proficient)",High School,Arts Ed,590546
54635X0816,Metal and Fiber Design (Proficient),High School,Arts Ed,590546
54635X0819,Media Arts: Visual Arts (Proficient),High School,Arts Ed,590546
54645X0004,Contemporary Craft & Design (Advanced),,Arts Ed,590546
54645X0008,Ceramics (Advanced),,Arts Ed,590546
54645X0019,Media Arts: Visual Arts (Advanced),,Arts Ed,590546
54645X0040,IB MYP Visual Arts (Advanced),,Arts Ed,590546
54645X0803,Printmaking (Advanced),High School,Arts Ed,590546
54645X0804,Contemporary Craft & Design (Advanced),High School,Arts Ed,590546
54645X0807,Sculpture (Advanced),High School,Arts Ed,590546
54645X0808,Ceramics (Advanced),High School,Arts Ed,590546
54645X0809,Photography (Advanced),High School,Arts Ed,590546
54645X0810,Studio Art Portfolio Dev (Advanced),High School,Arts Ed,590546
54645X0811,Digital Photography (Advanced),,Arts Ed,590546
54645X0812,Digital Art (Advanced),,Arts Ed,590546
54645X0815,"2D Media, Methods & App (Advanced)",High School,Arts Ed,590546
54645X0816,Metal and Fiber Design (Advanced),High School,Arts Ed,590546
54645X0817,Senior Seminar in Visual Arts (Advanced),High School,Arts Ed,590546
54645X0819,Media Arts: Visual Arts (Advanced),High School,Arts Ed,590546
55062Y0600,Exploring Arts: Visual Arts 6th,Middle School,Arts Ed,590546
55062Y0801,Art Majors 6th,Middle School,Arts Ed,590546
55072Y0801,Art Majors 7th,Middle School,Arts Ed,590546
55082Y0801,Art Majors 8th,Middle School,Arts Ed,590546
55092Y000V,Middle Discovering Photography VPS,,Arts Ed,590546
55092Y001V,Visual Arts Spec. Middle School Art VPS,,Arts Ed,590546
56062Y0600,Exploring Arts: Music 6th,Middle School,Arts Ed,
56082Y0401,Beginning Acoustic Guitar I,Middle School,Arts Ed,
56082Y0402,Beginning Acoustic Guitar II,Middle School,Arts Ed,
56082Y0601,Beginning Acoustic Guitar I,Middle School,Arts Ed,
56082Y0602,Beginning Acoustic Guitar II,Middle School,Arts Ed,
56082Y0701,Beginning Acoustic Guitar I,Middle School,Arts Ed,
56082Y0702,Beginning Acoustic Guitar II,Middle School,Arts Ed,
56082Y0802,Percussion Ensemble Grade 8,Middle School,Arts Ed,
56092Y0004,MS Percussion Ensemble,Middle School,Arts Ed,
56092Y0008,Beginning Handbells,Middle School,Arts Ed,
56092Y0009,Advanced Handbells,Middle School,Arts Ed,
56092Y0401,Piano I,,Arts Ed,
56092Y0408,Beginning Handbells,Middle School,Arts Ed,
56092Y0409,Advanced Handbells,Middle School,Arts Ed,
56092Y0801,Piano I,Middle School,Arts Ed,
56092Y0802,Piano II,Middle School,Arts Ed,
56092Y0803,Piano III,Middle School,Arts Ed,
56092Y0804,MS Percussion Ensemble,Middle School,Arts Ed,
56092Y0908,Beginning Handbells,Middle School,Arts Ed,
56092Y0909,Advanced Handbells,Middle School,Arts Ed,
5A007X0800,AP Art History,High School,Arts Ed,
5A007X080V,AP Art History VPS,,Arts Ed,
5A017X0800,AP Music Theory,High School,Arts Ed,
5A017X080V,AP Music Theory VPS,,Arts Ed,
5A027X0800,AP Studio Art: 2-D Design Portfolio,High School,Arts Ed,590546
5A027X0801,AP Studio Art: 2-D Design Photo Portfoli,High School,Arts Ed,590546
5A037X0800,AP Studio Art: 3-D Design Portfolio,High School,Arts Ed,590546
5A047X0800,AP Studio Art: Drawing Portfolio,High School,Arts Ed,590546
5A047X08P5,AP Studio Art: Drawing,High School,Arts Ed,590546
5C002X0124,DAN124 Jazz Dance I,High School,Arts Ed,590547
5C002X0130,DAN130 Ballet I,,Arts Ed,590547
5C002X0131,MUS131 Chorus I,High School,Arts Ed,
5C002X0132,MUS132 Chorus II,High School,Arts Ed,
5C002X0135,MUS135 Jazz Ensemble I,High School,Arts Ed,
5C002X0140,DAN140 Modern Dance I,High School,Arts Ed,590547
5C002X0141,MUS141E Ensble I (early Music Consort I),High School,Arts Ed,
5C002X0145,DRA145 Stage Make-Up,,Arts Ed,
5C002X014E,MUS141 Ensemble,,,
5C002X0151,MUS151 Class Music I,High School,Arts Ed,
5C002X0152,MUS152 Class Music II,,Arts Ed,
5C002X0225,MUS225 Aural Skills III,,Arts Ed,
5C002X051P,MUS151P Class Music I (Piano I),High School,Arts Ed,
5C002X051X,MUS151X Class Music I-Repertoire,High School,Arts Ed,
5C002X052P,MUS252P Class Music IV-Piano,High School,Arts Ed,
5C002X052X,Mus152X Class Music II Piano Rep 2,High School,Arts Ed,
5C002X0A25,MUS125 Aural Skills I,,Arts Ed,
5C002X0V51,MUS151 Class Music I - Voice,High School,Arts Ed,
5C015X0000,ART111 Art Appreciation,High School,Arts Ed,590546
5C025X0000,ART114 Art History Survey I,High School,Arts Ed,590546
5C035X0000,ART115 Art History Survey II,High School,Arts Ed,590546
5C045X0000,MUS110 Music Appreciation,High School,Arts Ed,
5C055X0000,MUS112 Introduction to Jazz,High School,Arts Ed,
5C065X0000,ART131 Drawing I,High School,Arts Ed,590546
5C075X0000,ART121 Two Dimensional Design,High School,Arts Ed,590546
5C085X0000,ART122 Three Dimensional Design,High School,Arts Ed,590546
5C095X0000,ART240 Painting I,High School,Arts Ed,
5C105X0000,DAN110 Dance Appreciation,High School,Arts Ed,590547
5C105X0131,DAN131 Ballet II,High School,Arts Ed,590547
5C115X0000,DRA111 Theatre Appreciation,High School,Arts Ed,
5C135X0000,DRA122 Oral Interpretation,High School,Arts Ed,
5C145X0000,DRA130 Acting I,High School,Arts Ed,
5C155X0000,MUS121 Music Theory I,High School,Arts Ed,
5C215X0000,ART264 Digital Photography I,High School,Arts Ed,590546
5C225X0284,ART284 Ceramics II,High School,Arts Ed,590546
5C235X0000,ART132 Drawing II,High School,Arts Ed,590546
5C245X0283,ART283 Ceramics I,High School,Arts Ed,590546
5C255X0000,MUS210 History of Rock Music,High School,Arts Ed,
5C265X0000,ART285 Ceramics III,High School,Arts Ed,590546
5C295X0000,ART288 Studio,High School,Arts Ed,590546
5C345X0140,DRA140 Stagecraft I,High School,Arts Ed,
5C365X0171,ART171 Computer Art I,High School,Arts Ed,590546
5C465X0231,ART231 Printmaking I,High School,Arts Ed,590546
5C475X0232,ART232 Printmaking II,,Arts Ed,590546
5C485X0000,ART235 Figure Drawing II,,Arts Ed,590546
5C495X0000,ART241 Painting II,High School,Arts Ed,590546
5C515X0243,ART243 Portrait Painting,High School,Arts Ed,590546
5C555X0000,ART247 Jewelry I,High School,Arts Ed,590546
5C585X0000,MUS271 Music History I,,Arts Ed,
5C615X0000,ART261 Photography I,,Arts Ed,590546
5C655X0067,ART267 Videography II,High School,Arts Ed,590546
5C685X0000,ART281 Sculpture I,High School,Arts Ed,590546
5C775X0000,DRA120 Voice for Performance,,Arts Ed,
5C825X0000,DRA135 Acting for the Camera I,High School,Arts Ed,
5C865X0000,DRA142 Costuming,High School,Arts Ed,
5C945X0000,DRA211 Theatre History I,,Arts Ed,
5D005X0000,MUS122 Music Theory II,High School,Arts,
5D085X0000,MUS221 Music Theory III,,Arts,
5D245X0260,ART260 Photography Appreciation,High School,Arts,590546
5D255X0266,ART266 Videography I,High School,Arts,590546
5D315X0000,ART135 Figure Drawing,High School,Arts,590546
5D325X0111,MUS111 Fundamentals of Music,High School,Arts,
5I008X0810,IB Dance SL I,High School,Arts Ed,590547
5I008X0820,IB Dance SL II,High School,Arts Ed,590547
5I018X0810,IB Dance HL I,High School,Arts Ed,590547
5I018X0820,IB Dance HL II,High School,Arts Ed,590547
5I028X0810,IB Film SL I,High School,Arts Ed,590546
5I028X0820,IB Film SL II,High School,Arts Ed,590546
5I038X0810,IB Film HL I,High School,Arts Ed,590546
5I038X0820,IB Film HL II,High School,Arts Ed,590546
5I048X0810,IB Music SL I,High School,Arts Ed,
5I048X0820,IB Music SL II,High School,Arts Ed,
5I058X0810,IB Music HL I,High School,Arts Ed,
5I058X0820,IB Music HL II,High School,Arts Ed,
5I068X0810,IB Theatre SL I,High School,Arts Ed,
5I068X0820,IB Theatre SL II,High School,Arts Ed,
5I078X0810,IB Theatre HL I,High School,Arts Ed,
5I078X0820,IB Theatre HL II,High School,Arts Ed,
5I088X0810,IB Visual Arts SL I,High School,Arts Ed,590546
5I088X0811,IB Visual Arts: Photo SL I,High School,Arts Ed,590546
5I088X0820,IB Visual Arts SL II,High School,Arts Ed,590546
5I088X0821,IB Visual Arts: Photo SL II,High School,Arts Ed,590546
5I098X0810,IB Visual Arts HL I,High School,Arts Ed,590546
5I098X0811,IB Visual Arts: Photo HL I,High School,Arts Ed,590546
5I098X0820,IB Visual Arts HL II,High School,Arts Ed,590546
5I098X0821,IB Visual Arts: Photo HL II,High School,Arts Ed,590546
5U005X0014,DANC1214 Modern Dance I,,Arts Ed,590547
5U005X0101,LBST1101 The Arts and Society: Dance,High School,Arts Ed,590547
5U005X0102,LBST1102 The Arts and Society: Film,High School,Arts Ed,590546
5U005X0103,LBST1103 The Arts and Society: Music,High School,Arts Ed,
5U005X0104,LBST1104 The Arts and Society: Theater,High School,Arts Ed,
5U005X0105,LBST1105 The Arts and Society: Vis Arts,High School,Arts Ed,590546
5U005X0112,MUPF1112 - Wind Ensemble,High School,Arts Ed,
5U005X0121,ARTH1211 Art History Survey 1,High School,Arts Ed,590546
5U005X0123,MUPF1123 Women’s Glee (Charlotteans),High School,Arts Ed,
5U005X0128,DANC2128 African-Brazilian Dance,,Arts Ed,590547
5U005X0201,THEA2201 Acting I,High School,Arts Ed,
5U005X0210,LBST2102 Global and Intercultural Conn,,Arts Ed,
5U005X0211,LBST2101 Western Cultural and Hist Aware,,Arts Ed,
5U005X0212,LBST2212 Literature and Culture,,Arts Ed,
5U005X0214,LBST2214 Issues of Health & Qual of Life,,Arts Ed,
5U005X0215,LBST2215 Citizenship,,Arts Ed,
5U005X0265,THEA1265 Intro to Stage Performance,,Arts Ed,590546
5U005X02AC,ARTE2121 Integrating Art Across the Curr,High School,Arts Ed,
5U005X02IF,FILM2201 Introduction to Film,High School,Arts Ed,590546
5U005X0360,THEA1360 Applied Theatre Comm & Schools,,Arts Ed,
5U005X0401,THEA2401 Production Practicum,High School,Arts Ed,
5U005X0A12,ARTH1212 Art History Survey II,High School,Arts Ed,590546
5U007X0051,FILM3051 Topics in Film,,Arts Ed,590546
5V008X0800,CIE Art and Design AS,High School,Arts Ed,590546
5V018X0800,CIE Art and Design A,High School,Arts Ed,590546
5V048X0800,CIE Drama AS,,,
60002Z0800,Health Education Kindergarten,,Hlth & PE,
60002Z080C,Health Education Kindergarten (Chinese),,Hlth & PE,
60002Z080F,Health Education Kindergarten (French),,Hlth & PE,
60002Z080G,Health Education Kindergarten (German),,Hlth & PE,
60002Z080J,Health Education Kindergarten (Japanese),,Hlth & PE,
60002Z080S,Health Education Kindergarten (Spanish),,Hlth & PE,
60002Z0900,Health Education Kindergarten,,Hlth & PE,
60002Z090S,Health Education Kindergarten (Spanish),,Hlth & PE,
60012Z0800,Health Education Grade 1,,Hlth & PE,
60012Z080C,Health Education Grade 1 (Chinese),,Hlth & PE,
60012Z080F,Health Education Grade 1 (French),,Hlth & PE,
60012Z080G,Health Education Grade 1 (German),,Hlth & PE,
60012Z080J,Health Education Grade 1 (Japanese),,Hlth & PE,
60012Z080S,Health Education Grade 1 (Spanish),,Hlth & PE,
60012Z0900,Health Education Grade 1,,Hlth & PE,
60012Z090S,Health Education Grade 1 (Spanish),,Hlth & PE,
60022Z0800,Health Education Grade 2,,Hlth & PE,
60022Z080C,Health Education Grade 2 (Chinese),,Hlth & PE,
60022Z080F,Health Education Grade 2 (French),,Hlth & PE,
60022Z080G,Health Education Grade 2 (German),,Hlth & PE,
60022Z080J,Health Education Grade 2 (Japanese),,Hlth & PE,
60022Z080S,Health Education Grade 2 (Spanish),,Hlth & PE,
60022Z0900,Health Education Grade 2,,Hlth & PE,
60022Z090S,Health Education Grade 2 (Spanish),,Hlth & PE,
60032Z0800,Health Education Grade 3,,Hlth & PE,
60032Z080C,Health Education Grade 3 (Chinese),,Hlth & PE,
60032Z080F,Health Education Grade 3 (French),,Hlth & PE,
60032Z080G,Health Education Grade 3 (German),,Hlth & PE,
60032Z080J,Health Education Grade 3 (Japanese),,Hlth & PE,
60032Z080S,Health Education Grade 3 (Spanish),,Hlth & PE,
60032Z0900,Health Education Grade 3,,Hlth & PE,
60032Z090S,Health Education Grade 3 (Spanish),,Hlth & PE,
60042Z0800,Health Education Grade 4,,Hlth & PE,
60042Z080C,Health Education Grade 4 (Chinese),,Hlth & PE,
60042Z080F,Health Education Grade 4 (French),,Hlth & PE,
60042Z080G,Health Education Grade 4 (German),,Hlth & PE,
60042Z080J,Health Education Grade 4 (Japanese),,Hlth & PE,
60042Z080S,Health Education Grade 4 (Spanish),,Hlth & PE,
60042Z0900,Health Education Grade 4,,Hlth & PE,
60042Z090S,Health Education Grade 4 (Spanish),,Hlth & PE,
60052Z0800,Health Education Grade 5,,Hlth & PE,
60052Z080C,Health Education Grade 5 (Chinese),,Hlth & PE,
60052Z080F,Health Education Grade 5 (French),,Hlth & PE,
60052Z080G,Health Education Grade 5 (German),,Hlth & PE,
60052Z080J,Health Education Grade 5 (Japanese),,Hlth & PE,
60052Z080S,Health Education Grade 5 (Spanish),,Hlth & PE,
60052Z0900,Health Education Grade 5,,Hlth & PE,
60052Z090S,Health Education Grade 5 (Spanish),,Hlth & PE,
60062Y0000,Health Education 6th,,Hlth & PE,
60062Y0400,Health Education 6th,,Hlth & PE,
60062Y0600,Health Education 6th,Middle School,Hlth & PE,
60062Y0700,Health Education 6th,,Hlth & PE,
60062Y0800,Health Education 6th,Middle School,Hlth & PE,
60062Y0900,Health Education Grade 6,,Hlth & PE,
60072Y0000,Health Education 7th,,Hlth & PE,
60072Y0400,Health Education 7th,,Hlth & PE,
60072Y0600,Health Education 7th,Middle School,Hlth & PE,
60072Y0700,Health Education 7th,Middle School,Hlth & PE,
60072Y0800,Health Education 7th,Middle School,Hlth & PE,
60082Y0000,Health Education 8th,,Hlth & PE,
60082Y0400,Health Education 8th,,Hlth & PE,
60082Y0600,Health Education 8th,Middle School,Hlth & PE,
60082Y0700,Health Education 8th,Middle School,Hlth & PE,
60082Y0800,Health Education 8th,Middle School,Hlth & PE,
60102X0000,Health Education Grade 9,High School,Hlth & PE,
60192X00CH,Contemporary Health,,Hlth & PE,
60192X00HL,Healthy Living,,Hlth & PE,
60202Z0800,Physical Education: Kindergarten,Elementary School,Hlth & PE,
60202Z0801,Adapted PE Kindergarten,Elementary School,Hlth & PE,
60212Z0800,Physical Education: Grade 1,Elementary School,Hlth & PE,
60212Z0801,Adapted PE Grade 1,Elementary School,Hlth & PE,
60222Z0800,Physical Education: Grade 2,Elementary School,Hlth & PE,
60222Z0801,Adapted PE Grade 2,Elementary School,Hlth & PE,
60232Z0800,Physical Education: Grade 3,Elementary School,Hlth & PE,
60232Z0801,Adapted PE Grade 3,Elementary School,Hlth & PE,
60242Z0800,Physical Education: Grade 4,Elementary School,Hlth & PE,
60242Z0801,Adapted PE Grade 4,Elementary School,Hlth & PE,
60252Z0800,Physical Education: Grade 5,Elementary School,Hlth & PE,
60252Z0801,Adapted PE Grade 5,Elementary School,Hlth & PE,
60262Y0000,Physical Education 6th,,Hlth & PE,
60262Y0001,Adapted PE Grade 6,Middle School,Hlth & PE,
60262Y0002,Fit for Life Grade 6,,Hlth & PE,590599
60262Y0400,Physical Education 6th,,Hlth & PE,
60262Y0401,Adapted PE Grade 6,Middle School,Hlth & PE,
60262Y0402,Fit for Life Grade 6,Middle School,Hlth & PE,590599
60262Y0600,Physical Education 6th,Middle School,Hlth & PE,
60262Y0601,Adapted PE Grade 6,Middle School,Hlth & PE,
60262Y0700,Physical Education 6th,,Hlth & PE,
60262Y0701,Adapted PE Grade 6,,Hlth & PE,
60262Y0702,Fit for Life Grade 6,,Hlth & PE,
60262Y0800,Physical Education 6th,Middle School,Hlth & PE,
60262Y0801,Adapted PE Grade 6,Middle School,Hlth & PE,
60262Y0802,Fit for Life Grade 6,Middle School,Hlth & PE,590599
60272Y0000,Physical Education 7th,,Hlth & PE,
60272Y0001,Adapted PE Grade 7,Middle School,Hlth & PE,
60272Y0002,Fit for Life Grade 7,,Hlth & PE,590599
60272Y0400,Physical Education 7th,,Hlth & PE,
60272Y0401,Adapted PE Grade 7,Middle School,Hlth & PE,
60272Y0402,Fit for Life Grade 7,Middle School,Hlth & PE,590599
60272Y0600,Physical Education 7th,Middle School,Hlth & PE,
60272Y0601,Adapted PE Grade 7,Middle School,Hlth & PE,
60272Y0700,Physical Education 7th,Middle School,Hlth & PE,
60272Y0701,Adapted PE Grade 7,,Hlth & PE,
60272Y0702,Fit for Life Grade 7,Middle School,Hlth & PE,590599
60272Y0800,Physical Education 7th,Middle School,Hlth & PE,
60272Y0801,Adapted PE Grade 7,Middle School,Hlth & PE,
60272Y0802,Fit for Life Grade 7,Middle School,Hlth & PE,590599
60282Y0000,Physical Education 8th,,Hlth & PE,
60282Y0001,Adapted PE Grade 8,Middle School,Hlth & PE,
60282Y0002,Fit for Life Grade 8,,Hlth & PE,590599
60282Y0400,Physical Education 8th,,Hlth & PE,
60282Y0401,Adapted PE Grade 8,Middle School,Hlth & PE,
60282Y0402,Fit for Life Grade 8,Middle School,Hlth & PE,590599
60282Y0600,Physical Education 8th,Middle School,Hlth & PE,
60282Y0601,Adapted PE Grade 8,,Hlth & PE,
60282Y0700,Physical Education 8th,Middle School,Hlth & PE,
60282Y0701,Adapted PE Grade 8,Middle School,Hlth & PE,
60282Y0702,Fit for Life Grade 8,,Hlth & PE,590599
60282Y0800,Physical Education 8th,Middle School,Hlth & PE,
60282Y0801,Adapted PE Grade 8,Middle School,Hlth & PE,
60282Y0802,Fit for Life Grade 8,Middle School,Hlth & PE,
60362Y04U6,Unified PE Grade 6,,,590582
60362Y04U7,Unified PE Grade 7,,,590582
60362Y04U8,Unified PE Grade 8,,,590582
60392X0001,e-Fit 1,,,590590
60392X00BK,Sport Specific Basketball,,,590611
60392X00FB,Sport Specific Football,,,590612
60392X00LF,Lifetime Fitness,,Hlth & PE,
60392X00MS,Sport Specific Men's Soccer,,,590616
60392X00VB,Sport Specific Volleyball,,,590613
60392X00WR,Sport Specific Wrestling,,,590617
60392X0801,e-Fit 1,,,590590
60392X08BB,Sport Specific Baseball,,,590610
60392X08MS,Sport Specific Men's Soccer,,,590616
60392X08SB,Sport Specific Softball,,,590614
60392X08WS,Sport Specific Women's Soccer,,,590615
60395X0800,Strategies in Sports Officiating (Honors),,,590853
60395X0S0,Strategies in Sports Officiating (Honors),,,590853
60462Y0000,Health and Physical Education Grade 6,Middle School,Hlth & PE,590577
60462Y0400,Health and Physical Education Grade 6,Middle School,Hlth & PE,590577
60462Y0440,IBMYP Health & PE Grade 6,,,590710
60462Y0700,Health and Physical Education Grade 6,Middle School,Hlth & PE,590577
60462Y0800,Health and PE Grade 6,Middle School,Hlth & PE,590577
60472Y0000,Health and Physical Education Grade 7,Middle School,Hlth & PE,590578
60472Y0400,Health and Physical Education Grade 7,Middle School,Hlth & PE,590578
60472Y0440,IBMYP Health and PE Grade 7,,,590711
60472Y0440,IBMYP Health & PE Grade 7,,,590711
60472Y0700,Health and Physical Education Grade 7,Middle School,Hlth & PE,590578
60472Y0700,Health and Physical Education  Grade 7,,,590578
60472Y0800,Health and PE Grade 7,Middle School,Hlth & PE,590578
60482Y0000,Health and Physical Education Grade 8,Middle School,Hlth & PE,590579
60482Y0400,Health and Physical Education Grade 8,Middle School,Hlth & PE,590579
60482Y0440,IBMYP Health and PE Grade 8,,,590712
60482Y0440,IBMYP Health & PE Grade 8,,,590712
60482Y0700,Health and Physical Education Grade 8,Middle School,Hlth & PE,590579
60482Y0800,Health and PE Grade 8,Middle School,Hlth & PE,590579
60492X0000,Health & Physical Education,High School,Hlth & PE,590588
60492X000V,Health and Physical Education VPS,,Hlth & PE,
60492X000Y,Health & Physical Education,,,
60492X0040,IB MYP Health & PE,High School,Hlth & PE,593373
60492X00XR,XR Health and PE,,Hlth & PE,
60492X0800,Health & Physical Education,High School,Hlth & PE,590588
60492X080V,Health and Physical Education VPS,,Hlth & PE,
60492X080Y,Health & Physical Education,,,
60492X0840,IB MYP Health & PE,High School,Hlth & PE,593373
60495X0000,Honors Health and Physical Education,High School,Hlth & PE,
60495X0040,Health and Physical Education,High School,Hlth & PE,
60495X0800,Honors Health and Physical Education,High School,Hlth & PE,
60495X0840,Health and Physical Education,High School,Hlth & PE,590588
